SETTLEMENT_DATE,NATURAL_GAS_PRICE
2024-01-14,26.781000000000002
2024-01-15,26.366
2024-01-16,25.6
2024-01-17,24.195999999999998
2024-01-18,24.186000000000003
2024-01-19,23.893
2024-01-20,24.033
2024-01-21,23.276
2024-01-22,22.930000000000003
2024-01-23,22.645
2024-01-24,23.224999999999998
2024-01-25,23.725999999999996
2024-01-26,23.227
2024-01-27,24.971
2024-01-28,24.662000000000003
2024-01-29,23.995
2024-01-30,24.427
2024-01-31,25.034999999999997
2024-02-01,24.552999999999997
2024-02-02,23.749
2024-02-03,23.782999999999998
2024-02-04,24.750999999999998
2024-02-05,24.394
2024-02-06,24.552
2024-02-07,24.400000000000002
2024-02-08,23.957000000000004
2024-02-09,22.548
2024-02-10,21.526999999999997
2024-02-11,21.249
2024-02-12,21.488
2024-02-13,21.749000000000002
2024-02-14,20.229
2024-02-15,20.249000000000002
2024-02-16,20.307
2024-02-17,19.404
2024-02-18,18.773999999999997
2024-02-19,19.021
2024-02-20,19.637
2024-02-21,20.037
2024-02-22,19.735
2024-02-23,19.68
2024-02-24,19.503
2024-02-25,19.102
2024-02-26,20.253
2024-02-27,21.023
2024-02-28,21.787
2024-02-29,21.805
2024-03-01,22.778
2024-03-02,22.038999999999998
2024-03-03,22.467000000000002
2024-03-04,23.012999999999998
2024-03-05,24.424
2024-03-06,23.269000000000002
2024-03-07,23.283
2024-03-08,23.445
2024-03-09,23.488000000000003
2024-03-10,23.695
2024-03-11,23.487000000000002
2024-03-12,21.932
2024-03-13,21.366999999999997
2024-03-14,21.848000000000003
2024-03-15,22.611
2024-03-16,24.364
2024-03-17,23.985
2024-03-18,24.943
2024-03-19,25.315
2024-03-20,24.291999999999998
2024-03-21,23.251
2024-03-22,23.725999999999996
2024-03-23,23.222999999999995
2024-03-24,23.732000000000003
2024-03-25,24.505
2024-03-26,23.814999999999998
2024-03-27,23.624000000000002
2024-03-28,23.081
2024-03-29,23.258999999999997
2024-03-30,22.387999999999998
2024-03-31,22.639
2024-04-01,23.396
2024-04-02,22.736000000000004
2024-04-03,21.472
2024-04-04,21.333000000000002
2024-04-05,21.673000000000002
2024-04-06,21.956000000000003
2024-04-07,22.359
2024-04-08,22.858
2024-04-09,22.476
2024-04-10,23.081999999999997
2024-04-11,23.942
2024-04-12,24.354
2024-04-13,25.158
2024-04-14,27.247
2024-04-15,26.29
2024-04-16,27.833
2024-04-17,27.570999999999998
2024-04-18,27.294000000000004
2024-04-19,26.3
2024-04-20,25.066000000000003
2024-04-21,25.624
2024-04-22,25.805999999999997
2024-04-23,24.392
2024-04-24,25.062
2024-04-25,26.056
2024-04-26,25.453000000000003
2024-04-27,27.003
2024-04-28,26.226
2024-04-29,25.131
2024-04-30,24.695999999999998
2024-05-01,24.038
2024-05-02,25.53
2024-05-03,25.687
2024-05-04,25.741999999999997
2024-05-05,25.585
2024-05-06,26.955
2024-05-07,26.199
2024-05-08,25.677
2024-05-09,25.525000000000002
2024-05-10,24.752999999999997
2024-05-11,24.500999999999998
2024-05-12,23.820999999999998
2024-05-13,23.206
2024-05-14,24.666999999999998
2024-05-15,24.807000000000002
2024-05-16,24.537
2024-05-17,25.088
2024-05-18,25.894000000000002
2024-05-19,25.661
2024-05-20,26.227
2024-05-21,26.712
2024-05-22,27.894000000000002
2024-05-23,29.692
2024-05-24,29.241000000000003
2024-05-25,28.650000000000002
2024-05-26,28.380000000000003
2024-05-27,28.777
2024-05-28,28.292
2024-05-29,28.279000000000003
2024-05-30,28.676
2024-05-31,28.91
2024-06-01,28.852000000000004
2024-06-02,29.148
2024-06-03,29.692
2024-06-04,28.274
2024-06-05,27.707
2024-06-06,27.37
2024-06-07,27.574
2024-06-08,27.756
2024-06-09,27.749000000000002
2024-06-10,27.686000000000003
2024-06-11,28.001
2024-06-12,28.535
2024-06-13,29.329
2024-06-14,28.796
2024-06-15,28.729000000000003
2024-06-16,28.573
2024-06-17,28.165
2024-06-18,28.159999999999997
2024-06-19,28.266
2024-06-20,28.214000000000002
2024-06-21,28.043000000000003
2024-06-22,28.047
2024-06-23,28.262000000000004
2024-06-24,28.089
2024-06-25,28.041999999999998
2024-06-26,27.804000000000002
2024-06-27,27.323
2024-06-28,27.351
2024-06-29,27.896
2024-06-30,28.063
2024-07-01,27.427000000000003
2024-07-02,26.997
2024-07-03,25.9
2024-07-04,26.633
2024-07-05,26.230000000000004
2024-07-06,25.941000000000003
2024-07-07,26.06
2024-07-08,26.267000000000003
2024-07-09,24.872999999999998
2024-07-10,24.445999999999998
2024-07-11,24.554999999999996
2024-07-12,24.577
2024-07-13,24.791
2024-07-14,24.401000000000003
2024-07-15,24.714
2024-07-16,25.942
2024-07-17,25.14
2024-07-18,25.316000000000003
2024-07-19,24.874999999999996
2024-07-20,24.675
2024-07-21,24.867
2024-07-22,24.912
2024-07-23,24.725
2024-07-24,25.536
2024-07-25,24.804
2024-07-26,25.454
2024-07-27,25.567000000000004
2024-07-28,24.948
2024-07-29,26.04
2024-07-30,27.132
2024-07-31,27.652000000000005
2024-08-01,28.881
2024-08-02,28.109
2024-08-03,28.054000000000002
2024-08-04,27.490000000000002
2024-08-05,26.883
2024-08-06,26.993999999999996
2024-08-07,27.299000000000003
2024-08-08,27.521
2024-08-09,27.918
2024-08-10,29.331
2024-08-11,29.184
2024-08-12,29.242
2024-08-13,28.969
2024-08-14,27.552
2024-08-15,26.749000000000002
2024-08-16,27.319
2024-08-17,28.065000000000005
2024-08-18,28.148
2024-08-19,29.837
2024-08-20,29.904000000000003
2024-08-21,29.426000000000002
2024-08-22,29.298000000000002
2024-08-23,29.159000000000002
2024-08-24,27.332
2024-08-25,27.715
2024-08-26,28.462999999999997
2024-08-27,29.201999999999998
2024-08-28,31.291
2024-08-29,31.206999999999997
2024-08-30,31.985
2024-08-31,31.288999999999998
2024-09-01,31.251
2024-09-02,31.989000000000004
2024-09-03,30.426000000000002
2024-09-04,29.521
2024-09-05,29.483999999999998
2024-09-06,30.049000000000003
2024-09-07,30.328
2024-09-08,30.141000000000002
2024-09-09,30.409000000000002
2024-09-10,29.895999999999997
2024-09-11,29.855
2024-09-12,29.349
2024-09-13,28.991
2024-09-14,29.406
2024-09-15,29.604
2024-09-16,28.335
2024-09-17,28.035
2024-09-18,28.403000000000002
2024-09-19,27.738000000000003
2024-09-20,28.119999999999997
2024-09-21,28.687
2024-09-22,29.169999999999998
2024-09-23,29.081000000000003
2024-09-24,29.024
2024-09-25,30.372
2024-09-26,30.734
2024-09-27,31.150000000000006
2024-09-28,32.032
2024-09-29,31.962999999999997
2024-09-30,31.747000000000003
2024-10-01,32.061
2024-10-02,32.160000000000004
2024-10-03,32.165
2024-10-04,33.373
2024-10-05,33.38
2024-10-06,33.666000000000004
2024-10-07,33.662000000000006
2024-10-08,32.279
2024-10-09,32.088
2024-10-10,33.05800000000001
2024-10-11,33.077999999999996
2024-10-12,32.918
2024-10-13,33.786
2024-10-14,33.658
2024-10-15,33.047
2024-10-16,32.838
2024-10-17,32.734
2024-10-18,33.076
2024-10-19,32.562
2024-10-20,32.775
2024-10-21,33.662000000000006
2024-10-22,34.577000000000005
2024-10-23,34.854
2024-10-24,35.739
2024-10-25,36.699000000000005
2024-10-26,36.81
2024-10-27,36.692
2024-10-28,36.49
2024-10-29,36.349
2024-10-30,35.364
2024-10-31,33.838
2024-11-01,33.366
2024-11-02,32.845
2024-11-03,33.368
2024-11-04,34.241
2024-11-05,34.895
2024-11-06,34.923
2024-11-07,35.122
2024-11-08,36.32600000000001
2024-11-09,36.272999999999996
2024-11-10,35.845
2024-11-11,37.133
2024-11-12,37.911
2024-11-13,37.996
2024-11-14,39.079
2024-11-15,39.47
2024-11-16,38.819
2024-11-17,39.012
2024-11-18,39.786
2024-11-19,39.832
2024-11-20,39.87200000000001
2024-11-21,41.083
2024-11-22,40.185
2024-11-23,39.188
2024-11-24,37.37
2024-11-25,39.596
2024-11-26,40.492999999999995
2024-11-27,39.859
2024-11-28,39.934
2024-11-29,39.838
2024-11-30,40.151
2024-12-01,40.264
2024-12-02,41.088
2024-12-03,41.308
2024-12-04,40.29600000000001
2024-12-05,39.529
2024-12-06,39.532
2024-12-07,39.565000000000005
2024-12-08,39.677
2024-12-09,38.769999999999996
2024-12-10,38.236
2024-12-11,38.132
2024-12-12,36.692
2024-12-13,35.546
2024-12-14,33.634
2024-12-15,33.434
2024-12-16,33.317
2024-12-17,34.344
2024-12-18,33.886
2024-12-19,35.95
2024-12-20,37.071
2024-12-21,36.867000000000004
2024-12-22,37.31
2024-12-23,38.165
2024-12-24,38.597
2024-12-25,38.885999999999996
2024-12-26,39.965
2024-12-27,40.761
2024-12-28,41.741
2024-12-29,41.607000000000006
2024-12-30,41.013
2024-12-31,41.601
2025-01-01,41.922000000000004
